ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,satisfaction_score,resolved
TICK000378,CUST043957,2025-09-28,Delivery Delay,32.6,4.2,Yes
TICK000379,CUST034807,2025-06-22,Cancellation,32.1,2.8,Yes
TICK000380,CUST004987,2025-08-09,Refund,46.7,2.8,Yes
TICK000381,CUST016414,2024-01-25,Delivery Delay,33.0,4.6,Yes
TICK000382,CUST020026,2025-03-18,Delivery Delay,26.2,4.7,Yes
TICK000383,CUST012310,2024-10-19,Refund,10.7,5.0,Yes
TICK000384,CUST000389,2024-08-01,Account Access,20.6,3.2,Yes
TICK000385,CUST009563,2025-04-10,Delivery Delay,5.4,4.7,Yes
TICK000386,CUST032877,2025-03-04,Refund,28.5,5.0,Yes
TICK000387,CUST045948,2024-10-30,Product Quality,5.8,2.8,Yes
TICK000388,CUST015921,2024-07-19,Refund,10.1,4.3,No
TICK000389,CUST044360,2025-03-16,Product Information,21.6,3.3,Yes
TICK000390,CUST034290,2024-09-23,Product Quality,15.5,4.7,Yes
TICK000391,CUST030131,2024-07-14,Refund,13.3,4.0,Yes
TICK000392,CUST032425,2025-02-20,Cancellation,20.0,4.9,Yes
TICK000393,CUST017443,2024-09-28,Product Quality,9.3,3.2,Yes
TICK000394,CUST031908,2025-11-09,Delivery Delay,13.4,4.1,Yes
TICK000395,CUST018917,2025-11-22,Account Access,94.2,3.9,Yes
TICK000396,CUST016906,2025-02-03,Cancellation,23.9,2.4,Yes
TICK000397,CUST014326,2024-01-17,Cancellation,12.2,3.2,Yes
TICK000398,CUST005253,2025-12-06,Product Quality,37.5,2.7,Yes
TICK000399,CUST047045,2024-08-05,Product Information,19.1,3.6,Yes
TICK000400,CUST012390,2025-04-30,Delivery Delay,16.3,4.8,Yes
TICK000401,CUST029089,2025-02-01,Product Information,27.3,4.1,Yes
TICK000402,CUST033841,2024-07-19,Product Information,16.6,3.8,Yes
TICK000403,CUST027788,2024-06-24,Product Information,32.5,4.3,Yes
TICK000404,CUST018136,2025-05-01,Refund,12.7,3.6,Yes
TICK000405,CUST037353,2024-02-02,Product Quality,84.6,4.4,Yes
TICK000406,CUST047587,2024-06-15,Refund,25.6,2.3,Yes
TICK000407,CUST023281,2025-12-29,Delivery Delay,8.8,4.4,Yes
TICK000408,CUST000677,2024-07-04,Cancellation,11.6,4.0,Yes
TICK000409,CUST010437,2025-02-08,Account Access,11.3,3.4,Yes
TICK000410,CUST016932,2025-05-19,Delivery Delay,41.0,5.0,Yes
TICK000411,CUST045619,2025-06-24,Cancellation,6.5,3.7,Yes
TICK000412,CUST033987,2024-03-04,Account Access,70.2,2.0,Yes
TICK000413,CUST039585,2025-06-17,Product Quality,24.8,1.9,Yes
TICK000414,CUST046000,2025-03-20,Product Quality,28.8,5.0,Yes
TICK000415,CUST036496,2024-11-01,Payment Issue,26.1,5.0,Yes
TICK000416,CUST036755,2025-01-14,Delivery Delay,73.3,3.6,Yes
TICK000417,CUST041877,2024-08-04,Delivery Delay,32.8,3.6,Yes
TICK000418,CUST009758,2024-10-13,Cancellation,16.4,4.2,Yes
TICK000419,CUST000320,2024-07-09,Refund,6.7,3.6,Yes
TICK000420,CUST024272,2025-06-17,Product Quality,16.9,2.8,Yes
TICK000421,CUST013049,2025-11-01,Product Quality,64.7,4.0,Yes
TICK000422,CUST038051,2024-10-12,Product Quality,21.3,3.7,Yes
TICK000423,CUST039482,2025-01-30,Cancellation,44.3,4.4,Yes
TICK000424,CUST015167,2025-03-24,Payment Issue,13.0,4.8,Yes
TICK000425,CUST007998,2025-02-17,Account Access,58.3,4.6,Yes
TICK000426,CUST029850,2025-08-28,Product Information,8.9,4.0,Yes
TICK000427,CUST015286,2025-08-03,Payment Issue,21.2,2.5,Yes
TICK000428,CUST007808,2025-08-22,Payment Issue,42.7,5.0,Yes
TICK000429,CUST015488,2024-08-12,Product Quality,11.4,3.0,Yes
TICK000430,CUST026384,2024-09-06,Cancellation,7.2,3.6,Yes
TICK000431,CUST020672,2025-12-13,Payment Issue,20.6,2.1,Yes
TICK000432,CUST009310,2024-06-25,Refund,49.2,3.2,Yes
TICK000433,CUST005533,2025-06-12,Delivery Delay,8.0,4.7,Yes
TICK000434,CUST015456,2025-05-24,Delivery Delay,21.9,3.0,Yes
TICK000435,CUST010279,2024-07-02,Product Quality,43.2,3.8,Yes
TICK000436,CUST048416,2025-11-30,Delivery Delay,19.9,4.9,Yes
TICK000437,CUST028930,2024-10-24,Cancellation,36.1,5.0,No
TICK000438,CUST009386,2025-11-04,Refund,12.0,3.4,Yes
TICK000439,CUST034572,2024-10-19,Delivery Delay,27.2,2.8,Yes
TICK000440,CUST000155,2024-12-05,Product Information,6.5,3.2,Yes
TICK000441,CUST045279,2024-11-24,Refund,22.7,3.1,Yes
TICK000442,CUST003106,2024-12-25,Cancellation,27.7,2.5,Yes
TICK000443,CUST004159,2024-05-17,Product Quality,19.8,4.8,Yes
TICK000444,CUST034687,2025-07-09,Refund,8.7,3.7,Yes
TICK000445,CUST035362,2024-01-11,Delivery Delay,15.9,2.7,Yes
TICK000446,CUST045014,2024-12-14,Refund,43.4,4.0,Yes
TICK000447,CUST048912,2025-06-22,Refund,24.1,4.2,Yes
TICK000448,CUST015563,2024-04-26,Account Access,29.4,2.6,Yes
TICK000449,CUST036351,2024-09-08,Payment Issue,34.0,3.9,Yes
TICK000450,CUST044338,2025-01-24,Delivery Delay,19.7,3.1,Yes
TICK000451,CUST026326,2024-07-29,Product Quality,23.7,3.1,Yes
TICK000452,CUST020709,2025-07-28,Refund,8.1,3.7,Yes
TICK000453,CUST019094,2024-09-24,Product Information,11.6,4.2,Yes
TICK000454,CUST004897,2024-11-02,Delivery Delay,11.3,2.1,Yes
TICK000455,CUST027412,2025-05-06,Account Access,60.3,3.1,Yes
TICK000456,CUST048006,2025-11-12,Cancellation,24.5,2.8,Yes
TICK000457,CUST047484,2024-03-20,Product Quality,16.2,3.9,Yes
TICK000458,CUST025832,2025-01-02,Product Information,17.6,3.8,No
TICK000459,CUST022040,2024-01-14,Delivery Delay,9.5,4.2,Yes
TICK000460,CUST025682,2024-06-22,Refund,28.0,2.9,No
TICK000461,CUST048227,2025-03-07,Payment Issue,11.1,2.9,Yes
TICK000462,CUST038468,2025-04-17,Product Quality,55.0,2.1,Yes
TICK000463,CUST021634,2024-11-29,Delivery Delay,33.9,4.4,Yes
TICK000464,CUST046401,2025-08-03,Account Access,26.7,4.9,Yes
TICK000465,CUST041178,2024-10-06,Product Quality,25.4,3.8,Yes
TICK000466,CUST002587,2024-05-28,Product Information,10.0,3.6,Yes
TICK000467,CUST016122,2025-10-22,Cancellation,34.7,3.4,Yes
TICK000468,CUST014663,2024-01-08,Product Information,11.1,3.6,Yes
TICK000469,CUST034169,2025-11-16,Product Quality,54.2,4.6,Yes
TICK000470,CUST026743,2024-05-01,Delivery Delay,22.3,3.4,Yes
TICK000471,CUST014448,2025-05-29,Account Access,5.3,5.0,Yes
TICK000472,CUST014069,2025-06-15,Delivery Delay,18.6,4.5,Yes
TICK000473,CUST009080,2025-04-30,Refund,16.9,4.8,Yes
TICK000474,CUST049370,2025-01-27,Refund,16.0,3.3,Yes
TICK000475,CUST004824,2024-09-21,Product Quality,14.3,4.5,Yes
TICK000476,CUST024378,2025-08-28,Refund,6.5,3.6,Yes
TICK000477,CUST025459,2024-01-16,Product Information,5.7,4.2,Yes
TICK000478,CUST046207,2025-04-11,Payment Issue,3.4,2.7,Yes
TICK000479,CUST041650,2025-08-02,Account Access,25.6,4.5,Yes
TICK000480,CUST045106,2024-09-10,Delivery Delay,27.3,5.0,Yes
TICK000481,CUST000617,2024-05-30,Cancellation,10.9,5.0,Yes
TICK000482,CUST040279,2024-03-21,Product Quality,27.8,2.9,Yes
TICK000483,CUST037849,2025-11-17,Cancellation,18.3,4.9,No
TICK000484,CUST042294,2024-05-11,Payment Issue,6.2,4.6,Yes
TICK000485,CUST034220,2025-08-12,Product Information,19.8,3.7,Yes
TICK000486,CUST020062,2025-03-15,Delivery Delay,13.7,2.9,Yes
TICK000487,CUST003861,2024-03-06,Refund,8.1,4.1,Yes
TICK000488,CUST010441,2025-10-24,Payment Issue,19.4,2.6,Yes
TICK000489,CUST005990,2025-11-14,Product Quality,19.8,4.9,Yes
TICK000490,CUST007432,2025-06-23,Product Quality,12.1,4.4,Yes
TICK000491,CUST021915,2025-09-28,Delivery Delay,18.8,3.6,Yes
TICK000492,CUST044822,2025-03-29,Product Information,58.6,4.4,Yes
TICK000493,CUST015937,2025-01-11,Refund,13.7,5.0,Yes
TICK000494,CUST008513,2025-07-15,Cancellation,9.3,3.9,Yes
TICK000495,CUST037898,2024-10-27,Product Quality,8.5,4.0,Yes
TICK000496,CUST040056,2025-08-10,Payment Issue,5.9,2.6,Yes
TICK000497,CUST024087,2024-11-05,Refund,30.5,3.1,Yes
TICK000498,CUST035182,2024-12-10,Refund,9.1,3.5,Yes
TICK000499,CUST026197,2024-06-08,Payment Issue,4.6,2.8,Yes
TICK000500,CUST016734,2024-10-22,Delivery Delay,31.9,3.7,Yes
TICK000501,CUST027957,2024-12-04,Refund,26.2,1.9,Yes
TICK000502,CUST022714,2025-09-30,Product Information,20.9,4.4,Yes
TICK000503,CUST049289,2025-02-12,Refund,33.9,4.3,Yes
TICK000504,CUST020778,2025-01-23,Product Quality,23.1,2.1,Yes
TICK000505,CUST000948,2024-01-04,Product Information,42.8,2.9,Yes
TICK000506,CUST023679,2024-11-25,Payment Issue,9.0,4.0,Yes
TICK000507,CUST042538,2024-10-09,Product Information,21.8,2.9,Yes
TICK000508,CUST036447,2024-01-21,Product Information,21.1,3.6,Yes
TICK000509,CUST026113,2025-07-01,Product Information,14.7,2.3,Yes
TICK000510,CUST043201,2024-05-31,Delivery Delay,26.4,3.7,No
TICK000511,CUST019405,2024-10-20,Product Quality,6.0,3.9,Yes
TICK000512,CUST025191,2024-08-03,Payment Issue,6.0,4.8,Yes
TICK000513,CUST026429,2025-06-19,Refund,32.1,3.5,Yes
TICK000514,CUST010037,2025-10-18,Refund,20.7,3.9,Yes
TICK000515,CUST003127,2024-07-30,Refund,10.3,2.6,Yes
TICK000516,CUST015255,2024-04-08,Product Quality,9.6,4.6,Yes
TICK000517,CUST042398,2025-09-03,Delivery Delay,11.0,3.5,Yes
TICK000518,CUST031862,2024-01-04,Delivery Delay,35.8,3.0,Yes
TICK000519,CUST046139,2025-10-22,Cancellation,10.1,4.3,Yes
TICK000520,CUST046241,2024-09-09,Payment Issue,22.9,2.2,Yes
TICK000521,CUST001929,2025-08-02,Refund,30.1,4.6,Yes
TICK000522,CUST039911,2024-05-17,Delivery Delay,42.4,3.7,Yes
TICK000523,CUST027331,2024-02-04,Delivery Delay,4.8,2.1,Yes
TICK000524,CUST035875,2025-07-28,Product Information,22.0,4.2,Yes
TICK000525,CUST024840,2024-12-29,Delivery Delay,7.5,3.5,Yes
TICK000526,CUST049367,2025-11-10,Payment Issue,22.7,3.2,Yes
TICK000527,CUST017962,2025-05-27,Delivery Delay,76.0,5.0,Yes
TICK000528,CUST042515,2024-07-23,Delivery Delay,11.5,4.8,Yes
TICK000529,CUST026777,2025-10-09,Payment Issue,16.7,1.9,Yes
TICK000530,CUST048777,2024-12-02,Delivery Delay,16.5,2.7,Yes
TICK000531,CUST004630,2025-02-20,Product Quality,8.5,3.7,Yes
TICK000532,CUST004939,2025-03-01,Account Access,11.5,2.3,Yes
TICK000533,CUST008602,2025-09-18,Payment Issue,17.6,2.3,Yes
TICK000534,CUST026734,2025-09-28,Refund,44.7,4.3,Yes
TICK000535,CUST010977,2025-03-27,Payment Issue,33.1,5.0,Yes
TICK000536,CUST048819,2024-12-29,Product Quality,17.3,4.8,Yes
TICK000537,CUST024256,2025-12-09,Payment Issue,27.8,2.9,Yes
TICK000538,CUST022524,2024-02-13,Refund,32.5,3.3,Yes
TICK000539,CUST014201,2024-07-18,Delivery Delay,8.8,3.6,Yes
TICK000540,CUST028652,2024-01-25,Account Access,54.2,3.1,Yes
TICK000541,CUST047741,2024-02-02,Product Quality,5.9,4.1,Yes
TICK000542,CUST031127,2024-08-22,Product Information,12.6,5.0,Yes
TICK000543,CUST020250,2024-10-12,Product Quality,21.5,4.1,Yes
TICK000544,CUST026433,2025-07-25,Cancellation,35.4,3.7,Yes
TICK000545,CUST038159,2024-02-23,Account Access,26.4,3.8,Yes
TICK000546,CUST012702,2024-09-19,Product Quality,14.2,3.8,Yes
TICK000547,CUST038604,2025-11-08,Delivery Delay,34.3,3.5,Yes
TICK000548,CUST034273,2025-06-14,Product Information,32.8,4.4,No
TICK000549,CUST047495,2024-06-21,Product Information,20.0,2.8,Yes
TICK000550,CUST002148,2025-10-09,Cancellation,6.6,3.7,Yes
TICK000551,CUST032966,2024-06-02,Cancellation,29.0,4.3,Yes
TICK000552,CUST023133,2025-11-25,Payment Issue,14.8,4.2,Yes
TICK000553,CUST037854,2024-03-05,Delivery Delay,35.7,4.0,Yes
TICK000554,CUST037852,2024-04-26,Delivery Delay,18.0,3.0,Yes
TICK000555,CUST032280,2025-05-27,Refund,22.9,2.4,Yes
TICK000556,CUST038354,2025-06-22,Product Quality,20.7,2.3,Yes
TICK000557,CUST015839,2025-08-10,Payment Issue,16.2,3.9,Yes
TICK000558,CUST048537,2025-12-16,Product Information,2.9,3.3,Yes
TICK000559,CUST030850,2025-10-15,Refund,9.5,3.2,Yes
TICK000560,CUST037264,2024-11-29,Cancellation,16.5,3.7,Yes
TICK000561,CUST042769,2024-10-14,Product Quality,46.6,3.9,Yes
TICK000562,CUST025858,2024-11-12,Refund,13.8,5.0,No
TICK000563,CUST003500,2024-03-16,Product Quality,12.9,2.4,Yes
TICK000564,CUST024377,2025-01-30,Product Information,12.4,2.5,Yes
TICK000565,CUST004735,2024-02-23,Refund,15.5,5.0,No
TICK000566,CUST037437,2024-05-30,Refund,10.3,3.6,No
TICK000567,CUST022705,2024-09-26,Product Information,20.4,4.5,Yes
TICK000568,CUST015362,2025-06-05,Account Access,38.8,4.1,Yes
TICK000569,CUST006235,2025-04-07,Product Quality,43.2,2.8,Yes
TICK000570,CUST043081,2025-02-22,Product Quality,12.1,4.7,Yes
TICK000571,CUST047805,2024-08-16,Payment Issue,50.0,5.0,Yes
TICK000572,CUST020871,2025-11-21,Account Access,48.9,2.6,Yes
TICK000573,CUST043873,2024-02-05,Delivery Delay,28.7,2.8,Yes
TICK000574,CUST041268,2024-09-10,Delivery Delay,12.0,4.3,Yes
TICK000575,CUST030653,2025-12-13,Refund,19.0,4.6,Yes
TICK000576,CUST016429,2025-12-24,Account Access,47.9,4.2,Yes
TICK000577,CUST007532,2024-12-05,Refund,26.3,3.8,Yes
TICK000578,CUST012179,2025-10-24,Cancellation,8.9,2.9,Yes
TICK000579,CUST003881,2024-04-20,Product Quality,66.9,3.1,Yes
TICK000580,CUST025755,2025-11-23,Delivery Delay,20.0,4.0,Yes
TICK000581,CUST022962,2025-03-23,Delivery Delay,9.2,3.6,Yes
TICK000582,CUST002901,2024-06-18,Product Information,26.6,3.1,Yes
TICK000583,CUST023190,2024-12-29,Delivery Delay,5.8,3.6,Yes
TICK000584,CUST012910,2024-01-31,Refund,16.4,3.8,No
TICK000585,CUST040905,2024-09-14,Product Quality,14.0,3.2,Yes
TICK000586,CUST021462,2025-02-01,Payment Issue,5.2,4.2,Yes
TICK000587,CUST011067,2025-02-08,Payment Issue,43.3,4.5,Yes
TICK000588,CUST001031,2025-06-28,Product Quality,8.5,3.5,Yes
TICK000589,CUST030402,2025-01-25,Product Information,8.4,5.0,Yes
TICK000590,CUST036126,2024-06-13,Payment Issue,37.9,4.1,Yes
TICK000591,CUST017180,2024-06-07,Account Access,36.8,2.6,Yes
TICK000592,CUST031214,2025-05-18,Delivery Delay,22.6,5.0,Yes
TICK000593,CUST035140,2025-12-24,Product Quality,13.0,3.7,Yes
TICK000594,CUST018900,2025-06-09,Product Information,25.2,3.5,Yes
TICK000595,CUST002986,2025-10-23,Product Quality,40.8,2.5,Yes
TICK000596,CUST047723,2024-09-11,Product Information,9.7,3.9,Yes
TICK000597,CUST022138,2025-04-26,Product Information,40.0,2.8,Yes
TICK000598,CUST008125,2024-03-09,Delivery Delay,12.7,3.5,No
TICK000599,CUST011027,2024-04-20,Payment Issue,21.4,3.4,Yes
TICK000600,CUST015947,2024-08-21,Delivery Delay,27.5,4.6,No
TICK000601,CUST035747,2024-01-21,Account Access,13.5,4.1,Yes
TICK000602,CUST021052,2024-10-08,Delivery Delay,32.8,4.0,Yes
TICK000603,CUST036552,2025-10-06,Product Information,25.7,4.4,Yes
TICK000604,CUST044993,2025-08-13,Refund,38.7,5.0,Yes
TICK000605,CUST015443,2025-12-24,Account Access,7.0,3.4,Yes
TICK000606,CUST020453,2024-06-20,Product Information,11.5,4.4,Yes
TICK000607,CUST017798,2025-12-01,Refund,13.4,3.2,Yes
TICK000608,CUST033321,2024-03-11,Product Information,33.9,4.3,Yes
TICK000609,CUST004054,2024-05-04,Delivery Delay,14.5,4.4,Yes
TICK000610,CUST024876,2024-07-11,Account Access,56.7,4.8,Yes
TICK000611,CUST032169,2024-02-20,Account Access,11.7,4.4,Yes
TICK000612,CUST020452,2025-08-24,Refund,38.7,5.0,Yes
TICK000613,CUST036030,2024-10-09,Product Quality,6.8,3.9,Yes
TICK000614,CUST009830,2025-06-01,Account Access,114.3,3.3,Yes
TICK000615,CUST039276,2025-02-27,Refund,12.5,3.7,Yes
TICK000616,CUST014890,2024-01-26,Cancellation,19.2,2.6,Yes
TICK000617,CUST029375,2024-05-15,Payment Issue,15.3,3.8,Yes
TICK000618,CUST010746,2024-12-26,Refund,12.4,4.5,Yes
TICK000619,CUST047657,2025-11-13,Product Information,26.0,3.9,Yes
TICK000620,CUST049147,2025-01-25,Account Access,12.5,1.2,Yes
TICK000621,CUST020336,2025-12-02,Refund,8.0,2.4,Yes
TICK000622,CUST010871,2025-11-01,Product Quality,50.6,2.8,Yes
TICK000623,CUST021795,2025-10-28,Payment Issue,24.0,3.1,Yes
TICK000624,CUST012756,2024-10-13,Product Quality,11.2,2.9,Yes
TICK000625,CUST029035,2025-10-17,Payment Issue,28.9,3.2,Yes
TICK000626,CUST033206,2024-12-08,Delivery Delay,18.6,2.5,Yes
TICK000627,CUST016965,2024-06-10,Payment Issue,33.5,3.7,Yes
TICK000628,CUST005391,2025-10-04,Delivery Delay,30.6,4.1,No
TICK000629,CUST004983,2025-07-11,Product Information,46.3,3.9,Yes
TICK000630,CUST019068,2025-06-04,Payment Issue,9.4,3.9,Yes
TICK000631,CUST017339,2025-04-09,Delivery Delay,16.1,4.4,Yes
TICK000632,CUST042385,2025-04-10,Product Information,35.6,3.7,Yes
TICK000633,CUST045778,2025-03-15,Product Quality,10.5,3.8,No
TICK000634,CUST049976,2024-09-13,Product Quality,6.4,2.8,Yes
TICK000635,CUST032763,2024-07-08,Account Access,21.8,3.8,Yes
TICK000636,CUST028184,2024-03-18,Cancellation,48.2,3.8,Yes
TICK000637,CUST031665,2025-09-17,Refund,8.5,5.0,Yes
TICK000638,CUST032952,2025-05-03,Product Information,12.7,3.6,Yes
TICK000639,CUST009169,2024-06-11,Account Access,6.0,3.4,Yes
TICK000640,CUST048240,2025-12-22,Account Access,14.3,2.3,Yes
TICK000641,CUST046926,2025-09-29,Account Access,33.5,3.2,Yes
TICK000642,CUST034066,2025-08-19,Delivery Delay,8.3,3.7,Yes
TICK000643,CUST040021,2025-06-21,Product Information,7.4,3.8,Yes
TICK000644,CUST012483,2024-12-05,Refund,23.0,4.9,Yes
TICK000645,CUST032635,2024-04-30,Delivery Delay,23.8,5.0,Yes
TICK000646,CUST014364,2024-01-14,Payment Issue,20.1,4.7,Yes
TICK000647,CUST000461,2025-08-09,Account Access,41.1,2.8,Yes
TICK000648,CUST011683,2024-12-06,Cancellation,30.7,4.2,Yes
TICK000649,CUST033531,2025-10-24,Product Quality,9.2,2.9,Yes
TICK000650,CUST017518,2024-07-19,Delivery Delay,12.1,4.0,No
TICK000651,CUST040516,2024-03-22,Delivery Delay,16.6,3.7,Yes
TICK000652,CUST003309,2024-06-12,Product Information,21.0,3.5,Yes
TICK000653,CUST046493,2024-12-11,Delivery Delay,23.6,3.0,Yes
TICK000654,CUST000162,2024-07-26,Product Quality,43.9,3.7,Yes
TICK000655,CUST002764,2025-10-07,Product Quality,20.5,2.9,Yes
TICK000656,CUST041578,2025-03-27,Delivery Delay,30.5,5.0,Yes
TICK000657,CUST005325,2024-12-07,Product Quality,27.8,5.0,Yes
TICK000658,CUST002033,2024-09-17,Cancellation,20.8,5.0,Yes
TICK000659,CUST025141,2024-09-18,Payment Issue,13.8,2.8,Yes
TICK000660,CUST034659,2025-08-22,Product Information,26.3,3.6,Yes
TICK000661,CUST045803,2024-03-06,Delivery Delay,16.9,5.0,Yes
TICK000662,CUST006330,2024-12-14,Refund,8.6,2.4,Yes
TICK000663,CUST047014,2025-08-25,Product Quality,38.8,3.1,Yes
TICK000664,CUST004191,2025-06-09,Product Information,22.7,2.3,Yes
TICK000665,CUST048679,2024-11-19,Cancellation,20.6,2.8,Yes
TICK000666,CUST007153,2025-04-20,Refund,23.6,5.0,Yes
TICK000667,CUST015356,2024-09-20,Delivery Delay,61.7,3.6,Yes
TICK000668,CUST040926,2024-05-22,Account Access,19.3,3.9,Yes
TICK000669,CUST034963,2024-08-21,Payment Issue,24.3,4.2,Yes
TICK000670,CUST031258,2025-02-12,Refund,14.4,3.2,Yes
TICK000671,CUST006689,2024-11-18,Delivery Delay,34.4,4.9,Yes
TICK000672,CUST008521,2024-05-13,Account Access,8.4,3.7,Yes
TICK000673,CUST001885,2025-12-07,Cancellation,18.8,3.4,Yes
TICK000674,CUST035025,2024-10-27,Product Quality,8.9,2.5,Yes
TICK000675,CUST026688,2025-10-04,Product Quality,12.2,3.5,Yes
TICK000676,CUST001129,2025-12-04,Cancellation,12.4,2.4,Yes
TICK000677,CUST032398,2025-06-13,Delivery Delay,24.4,3.6,Yes
TICK000678,CUST014301,2025-09-17,Product Quality,16.2,3.6,Yes
TICK000679,CUST028589,2024-06-06,Payment Issue,16.0,5.0,Yes
TICK000680,CUST046605,2024-12-23,Cancellation,26.4,4.3,Yes
TICK000681,CUST044749,2024-01-12,Product Quality,8.2,3.4,Yes
TICK000682,CUST036859,2024-04-04,Account Access,11.1,4.2,Yes
TICK000683,CUST006554,2025-05-28,Payment Issue,52.2,2.5,Yes
TICK000684,CUST041102,2024-11-24,Product Quality,7.0,3.2,Yes
TICK000685,CUST026736,2024-08-03,Delivery Delay,20.1,4.7,Yes
TICK000686,CUST018523,2025-05-29,Account Access,17.0,3.4,Yes
TICK000687,CUST032258,2024-09-07,Product Quality,14.1,4.3,No
TICK000688,CUST033038,2024-04-27,Product Quality,42.8,4.3,Yes
TICK000689,CUST014435,2024-04-28,Product Quality,22.7,5.0,Yes
TICK000690,CUST029809,2025-08-05,Delivery Delay,19.0,3.3,Yes
TICK000691,CUST023472,2024-07-07,Cancellation,19.4,4.4,Yes
TICK000692,CUST039692,2024-05-24,Refund,47.4,4.3,Yes
TICK000693,CUST002208,2024-08-01,Product Quality,27.0,4.8,Yes
TICK000694,CUST025481,2024-02-16,Product Quality,66.7,3.8,Yes
TICK000695,CUST015760,2024-09-27,Refund,18.6,4.8,Yes
TICK000696,CUST018525,2025-12-03,Product Information,26.4,3.7,Yes
TICK000697,CUST047475,2024-01-29,Account Access,11.8,3.6,No
TICK000698,CUST038148,2024-11-21,Product Information,11.3,3.5,Yes
TICK000699,CUST002206,2025-10-10,Cancellation,12.1,5.0,Yes
TICK000700,CUST028965,2024-12-24,Account Access,23.4,5.0,Yes
TICK000701,CUST002530,2025-02-25,Product Information,11.4,5.0,Yes
TICK000702,CUST032542,2024-07-12,Account Access,12.5,3.4,Yes
TICK000703,CUST011850,2025-03-16,Delivery Delay,25.4,5.0,Yes
TICK000704,CUST049713,2024-07-09,Refund,28.3,3.5,Yes
TICK000705,CUST002901,2024-04-23,Product Quality,17.5,5.0,Yes
TICK000706,CUST039141,2025-04-17,Refund,10.1,4.6,Yes
TICK000707,CUST005239,2024-01-14,Cancellation,50.5,3.9,Yes
TICK000708,CUST030934,2024-09-06,Account Access,8.8,4.3,Yes
TICK000709,CUST042857,2025-05-11,Delivery Delay,12.2,5.0,Yes
TICK000710,CUST025794,2024-12-23,Payment Issue,16.5,4.3,Yes
TICK000711,CUST037767,2024-11-22,Product Quality,19.7,4.1,Yes
TICK000712,CUST035079,2025-08-26,Payment Issue,13.1,4.2,Yes
TICK000713,CUST035271,2025-09-10,Delivery Delay,26.9,5.0,Yes
TICK000714,CUST045941,2025-01-27,Cancellation,23.7,3.6,Yes
TICK000715,CUST014994,2025-06-10,Account Access,10.2,4.3,Yes
TICK000716,CUST018435,2025-05-07,Cancellation,40.1,3.4,Yes
TICK000717,CUST001033,2025-05-23,Delivery Delay,6.6,3.7,Yes
TICK000718,CUST031794,2025-08-27,Product Quality,20.9,4.4,Yes
TICK000719,CUST049847,2024-11-03,Product Quality,9.1,2.6,Yes
TICK000720,CUST020417,2025-11-09,Account Access,20.8,3.8,Yes
TICK000721,CUST043818,2025-03-25,Delivery Delay,46.8,3.8,Yes
TICK000722,CUST042128,2025-05-10,Payment Issue,10.2,3.7,Yes
TICK000723,CUST003212,2025-11-28,Product Quality,22.8,4.7,Yes
TICK000724,CUST014655,2025-01-04,Payment Issue,25.0,3.3,Yes
TICK000725,CUST028624,2024-12-30,Cancellation,6.6,3.9,Yes
TICK000726,CUST047392,2024-08-29,Account Access,11.6,3.8,Yes
TICK000727,CUST049164,2024-08-08,Product Quality,12.6,3.3,Yes
TICK000728,CUST018292,2024-08-06,Product Quality,8.3,3.6,Yes
TICK000729,CUST041087,2025-11-28,Cancellation,21.8,3.2,Yes
TICK000730,CUST029160,2024-12-03,Delivery Delay,19.3,2.5,Yes
TICK000731,CUST043047,2024-04-23,Delivery Delay,38.6,4.8,Yes
TICK000732,CUST009047,2024-03-19,Account Access,8.2,4.9,Yes
TICK000733,CUST011689,2025-11-09,Payment Issue,11.1,4.3,Yes
TICK000734,CUST020288,2025-12-03,Product Quality,19.5,4.2,Yes
TICK000735,CUST007928,2024-04-15,Refund,19.4,2.9,Yes
TICK000736,CUST026211,2024-12-12,Product Quality,8.6,4.1,Yes
TICK000737,CUST045297,2024-08-11,Payment Issue,10.8,4.7,Yes
TICK000738,CUST011986,2025-07-03,Delivery Delay,23.7,3.8,Yes
TICK000739,CUST018173,2025-04-12,Cancellation,17.1,5.0,Yes
TICK000740,CUST015702,2024-02-11,Cancellation,17.5,4.9,Yes
TICK000741,CUST044696,2025-06-08,Product Quality,37.3,4.0,Yes
TICK000742,CUST018153,2025-10-23,Product Information,10.7,1.4,Yes
TICK000743,CUST025447,2024-06-06,Account Access,6.1,3.6,Yes
TICK000744,CUST017177,2025-09-23,Cancellation,9.1,3.0,Yes
TICK000745,CUST026919,2024-07-11,Product Quality,18.9,4.6,Yes
TICK000746,CUST000209,2025-03-24,Product Quality,25.2,5.0,Yes
TICK000747,CUST010601,2025-06-23,Payment Issue,20.3,2.7,No
TICK000748,CUST039035,2024-04-26,Account Access,10.4,3.4,Yes
TICK000749,CUST023926,2025-08-21,Payment Issue,27.5,5.0,No
